节点USB2F042671_16-04-36-993.txt的数据
Date: Wed Aug 21 16:04:36 CST 2024
User: jacky
Spectrometer: USB2+F04267
触发模式: 4
积分时间 (秒): 1.000000E-1
Scans to average: 1
启用暗噪声校正: true
启用非线性校正: false
滑动平均宽度: 0
X轴模式: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
192.649	132.8
193.024	132.8
193.399	132.8
193.774	6.77
194.148	14.34
194.523	-3.31
194.898	29.46
195.273	-43.64
195.648	-53.72
196.023	-46.16
196.397	-38.6
196.772	-0.79
197.147	26.94
197.521	-38.6
197.896	52.14
198.271	16.86
198.645	14.34
199.02	-28.51
199.395	57.19
199.769	29.46
200.144	-31.03
200.518	54.67
200.893	-5.83
201.267	29.46
201.642	122.72
202.016	155.49
202.391	132.8
202.765	112.64
203.14	77.35
203.514	130.28
203.889	117.68
204.263	130.28
204.637	132.8
205.012	97.51
205.386	180.69
205.76	155.49
206.134	140.36
206.509	163.05
206.883	210.94
207.257	183.21
207.631	152.97
208.006	193.3
208.38	115.16
208.754	163.05
209.128	208.42
209.502	140.36
209.876	49.62
210.25	231.11
210.624	188.26
210.998	163.05
211.372	221.02
211.746	228.58
212.12	125.24
212.494	130.28
212.868	152.97
213.242	170.61
213.616	82.39
213.99	150.45
214.364	175.65
214.737	142.89
215.111	208.42
215.485	185.74
215.859	100.04
216.233	203.38
216.606	120.2
216.98	170.61
217.354	127.76
217.727	226.06
218.101	120.2
218.475	203.38
218.848	120.2
219.222	163.05
219.595	107.6
219.969	132.8
220.343	107.6
220.716	198.34
221.09	180.69
221.463	168.09
221.837	107.6
222.21	223.54
222.583	150.45
222.957	170.61
223.33	122.72
223.704	102.56
224.077	145.41
224.45	213.46
224.823	125.24
225.197	155.49
225.57	135.32
225.943	173.13
226.316	142.89
226.69	243.71
227.063	158.01
227.436	130.28
227.809	203.38
228.182	122.72
228.555	155.49
228.928	122.72
229.302	130.28
229.675	127.76
230.048	170.61
230.421	190.78
230.794	127.76
231.167	160.53
231.539	120.2
231.912	152.97
232.285	127.76
232.658	180.69
233.031	185.74
233.404	137.84
233.777	137.84
234.149	120.2
234.522	127.76
234.895	132.8
235.268	115.16
235.64	231.11
236.013	178.17
236.386	238.67
236.758	135.32
237.131	193.3
237.504	115.16
237.876	140.36
238.249	160.53
238.621	125.24
238.994	152.97
239.366	190.78
239.739	140.36
240.111	581.47
240.484	140.36
240.856	147.93
241.229	170.61
241.601	213.46
241.973	170.61
242.346	130.28
242.718	203.38
243.09	175.65
243.463	218.5
243.835	122.72
244.207	180.69
244.579	168.09
244.952	175.65
245.324	127.76
245.696	178.17
246.068	152.97
246.44	163.05
246.812	137.84
247.184	64.75
247.556	130.28
247.928	89.95
248.3	160.53
248.672	122.72
249.044	130.28
249.416	203.38
249.788	127.76
250.16	105.08
250.532	165.57
250.904	203.38
251.276	241.19
251.647	122.72
252.019	142.89
252.391	213.46
252.763	142.89
253.135	142.89
253.506	246.23
253.878	163.05
254.25	185.74
254.621	178.17
254.993	200.86
255.364	100.04
255.736	117.68
256.108	122.72
256.479	160.53
256.851	115.16
257.222	135.32
257.594	175.65
257.965	105.08
258.336	163.05
258.708	215.98
259.079	163.05
259.451	132.8
259.822	208.42
260.193	127.76
260.565	132.8
260.936	183.21
261.307	132.8
261.678	226.06
